,tweet,clean,injury_report,model_predictions
2051,Transactions: 3B Will Toffey: AAA-active RHP Norwith Gudiño: AA -&gt; AAA SS Will Wilson: A+ -&gt; AA OF Diego Rincones: A+ -&gt; AA INF Nolan Dempsey: ACL -&gt; A+ INF/OF Tyler Wyatt: ACL -&gt; A RHP Abel Adames: ACL -&gt; A 1B Garrett Frechette: A -&gt; ACL RHP Lisander De La Cruz: ACL-active,Transactions B Will Toffey AAAactive RHP Norwith Gudiño AA gt AAA SS Will Wilson A gt AA OF Diego Rincones A gt AA INF Nolan Dempsey ACL gt A INFOF Tyler Wyatt ACL gt A RHP Abel Adames ACL gt A B Garrett Frechette A gt ACL RHP Lisander De La Cruz ACLactive,0,1
2111,Chase Claypool Hoping For ‘More Diverse Route Tree’ In Matt Canada’s Offense So DBs ‘Can’t Be Cheating So Much’  https://t.co/am3XzVLcRh,Chase Claypool Hoping For More Diverse Route Tree In Matt Canada Offense So DBs Can Be Cheating So Much httpstcoamXzVLcRh,0,1
2121,"Troy Polamalu Describes His ‘Humbling, Humiliating’ Rookie Season -  #HereWeGo #Steelers #NFL  https://t.co/tIwd2ofl1z",Troy Polamalu Describes His Humbling Humiliating Rookie Season HereWeGo Steelers NFL httpstcotIwdoflz,0,1
2143,"When asked about Andrew Stevenson earlier, Dave Martinez said he wants to keep getting him four ABs a game in Rochester. Interested to see what the Nationals will do post-All Star break. I'd think there's a solid chance Stevenson comes back and Yadiel Hernandez is optioned.",When asked Andrew Stevenson earlier Dave Martinez said wants keep getting four ABs game Rochester Interested see Nationals postAll Star break I would think solid chance Stevenson comes back Yadiel Hernandez optioned,0,1
2144,Hinch said Boyd is ‘penciled in’ to start at Comerica Park Sunday. Haase expected back Friday.,Hinch said Boyd penciled start Comerica Park Sunday Haase expected back Friday,0,1
2162,"Rancho won 8-6  J Ramos 1-3, HR, 2 RBI S McWilliams 2-5, 2B J vivas 3-3, RBI A De Jongh 2-4, HR, 3 RBI  J Lewis 3 IP, 5 H, 3 R, 1 BB, 1 K K Hurt 2 IP, 1 H, 0 R, 3 BB, 1 K",Rancho J Ramos HR RBI S McWilliams B J vivas RBI A De Jongh HR RBI J Lewis IP H R BB K K Hurt IP H R BB K,0,1
2228,‘The Witcher’s’ Emma Appleton and ‘The Morning Show’s’ Bel Powley Set for Dolly Alderton’s ‘Everything I Know About Love’ Adaptation  https://t.co/dQrrdlXYHY,The Witcher Emma Appleton The Morning Show Bel Powley Set Dolly Alderton Everything I Know About Love Adaptation httpstcodQrrdlXYHY,0,1
2237,A Black Man is Guilty until proven Innocent....just beat my case against Chicago Police this morning!! Now I can tell yall all about it while my next lawyer gets the bag for me against CPD...Me vs. The City of Chicago coming soon  https://t.co/C6DTjAhImn,A Black Man Guilty proven Innocentjust beat case Chicago Police morning Now I tell yall next lawyer gets bag CPDMe vs The City Chicago coming soon httpstcoCDTjAhImn,0,1
2246,"Seven Capitol Police officers sue Trump, right-wing groups over injuries from Jan. 6 riot  https://t.co/k9VIe3zTZw",Seven Capitol Police officers sue Trump rightwing groups injuries Jan riot httpstcokVIezTZw,0,1
2294,@spencer_martin @BaseballJeff1 One of those rare cases where dealing off the major league roster ends up having a positive overall impact. 5.5 GB the day of that trade which turned out to be low water mark for season. Won division going away by 6 gm,spencermartin BaseballJeff One rare cases dealing major league roster ends positive overall impact GB day trade turned low water mark season Won division going away gm,0,1
2314,"ESPN's Jay Williams tests positive for coronavirus, won't broadcast rest of NBA Finals on ABC  https://t.co/KreOjtCJ8x",ESPNs Jay Williams tests positive coronavirus broadcast rest NBA Finals ABC httpstcoKreOjtCJx,0,1
2380,"That's game. Reds 11, Pirates 3.  Reynolds fell a double shy of the cycle. Alford doubled twice and had three hits in his return to the bigs.  Abandon all hope ye who check the boxscore after that.  Pirates fall to 41-70. This series will come to a merciful end tomorrow afternoon",Thats game Reds Pirates Reynolds fell double shy cycle Alford doubled twice three hits return bigs Abandon hope ye check boxscore Pirates fall This series come merciful end tomorrow afternoon,0,1
2434,David Bell said he anticipates activating Jeff Hoffman after the break.  “He is a guy that we’ll want as one of our 13 or 14 pitchers on our staff.”  No role determination yet.,David Bell said anticipates activating Jeff Hoffman break He guy want one pitchers staff No role determination yet,0,1
2444,"When it comes to weather forecasting by the Cubs, add Royals manager Mike Matheny to the long list of skeptics.   https://t.co/VjmpM4pK8K",When comes weather forecasting Cubs add Royals manager Mike Matheny long list skeptics httpstcoVjmpMpKK,0,1
2469,@CavemanGamer Personally I don’t think the reports are 100% true. I can imagine their being more focus of development but I don’t think it means full fcw. I think it likely will be more like how nxt was in the wwe network years - where there was a faster progression to move ppl up,CavemanGamer Personally I think reports true I imagine focus development I think means full fcw I think likely like nxt wwe network years faster progression move ppl,0,1
2472,Another Decade Together: Paul Wesley and Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother’s Bond  https://t.co/d44ZtBvorL,Another Decade Together Paul Wesley Ian Somerhalder Talk Their Newly Launched Bourbon Brand Brother Bond httpstcodZtBvorL,0,1
2504,"This week, Brazil’s president Bolsonaro was hospitalized with",This week Brazil president Bolsonaro hospitalized,0,1
2535,@NDTwinsfan Possible. Really not sure. This was his first on 5 days rest since May too.,NDTwinsfan Possible Really sure This first days rest since May,0,1
2550,Tony La Russa said Craig Kimbrel was not available tonight. He said it was not an arm related situation,Tony La Russa said Craig Kimbrel available tonight He said arm related situation,0,1
2571,It won't be long before Max Fried starts getting the Barry Bonds treatment.,It long Max Fried starts getting Barry Bonds treatment,0,1
2576,Chicago Cubs Lineup: Michael Hermosillo Is Leading Off -  https://t.co/pKGMFwCvGp  https://t.co/GoUWAkY1lm,Chicago Cubs Lineup Michael Hermosillo Is Leading Off httpstcopKGMFwCvGp httpstcoGoUWAkYlm,0,1
2577,"Even more O's roster news - Orioles claimed RHP Shaun Anderson off waivers from Texas and optioned him to AAA Norfolk.  Also, RHP Konner Wade has been DFA and INF/OF Stevie Wilkerson has cleared outright waivers and accepted an assignment to Triple-A Norfolk.",Even Os roster news Orioles claimed RHP Shaun Anderson waivers Texas optioned AAA Norfolk Also RHP Konner Wade DFA INFOF Stevie Wilkerson cleared outright waivers accepted assignment TripleA Norfolk,0,1
2618,"News: Manny Machado replaces Ronald Acuña Jr. on NL All-Star team, marking Machado’s first appearance with the @Padres. @MLBNetwork @MLB",News Manny Machado replaces Ronald Acuña Jr NL AllStar team marking Machado first appearance Padres MLBNetwork MLB,0,1
2631,Eric Karros Aramis Ramirez Sammy Sosa Kenny Lofton Mark Grudzielanek  Moises Alou Randall Simon  Mark Prior Kerry Wood Paul Bako,Eric Karros Aramis Ramirez Sammy Sosa Kenny Lofton Mark Grudzielanek Moises Alou Randall Simon Mark Prior Kerry Wood Paul Bako,0,1
2640,THIS GAME IS ALL I WAS LOOKING FOWARD TO DANGIT,THIS GAME IS ALL I WAS LOOKING FOWARD TO DANGIT,0,1
2654,"As expected, Dave Martinez confirms that Jon Lester will start here tomorrow.   Other notes: Just a rest day for Victor Robles with him diving around the OF in recent games … Andrew Stevenson like stays with Red Wings until the break … Eyeing post-break return for Alex Avila.",As expected Dave Martinez confirms Jon Lester start tomorrow Other notes Just rest day Victor Robles diving around OF recent games Andrew Stevenson like stays Red Wings break Eyeing postbreak return Alex Avila,0,1
2684,TWELVE HOMERS IN HIS LAST TWELVE-PLUS GAMES I CAN’T BELIEVE THIS,TWELVE HOMERS IN HIS LAST TWELVEPLUS GAMES I CAN T BELIEVE THIS,0,1
2692,"Alvarez has said Tokyo is his redemption tour. In 2014, he struggled in 3 individuals races (slipped, knocked down, disqualified). And his relay team lost the gold by .271 seconds to a since tainted Russian team. He has called this “a true second chance.""  https://t.co/79b5KQvF5q",Alvarez said Tokyo redemption tour In struggled individuals races slipped knocked disqualified And relay team lost gold seconds since tainted Russian team He called true second chance httpstcobKQvFq,0,1
2705,"Ryan Pressly said his wife’s doctor told them “absolutely no flying” and that their son could come at any day.   “It’s a tough decision to make, but it’s one of those decisions where I have to put family first.”",Ryan Pressly said wife doctor told absolutely flying son could come day It tough decision make one decisions I put family first,0,1
2743,"@ArifHasanNFL ""I just looked at my wrist, I got time today""",ArifHasanNFL I looked wrist I got time today,0,1
2776,"Jack Nicklaus on his Donald Trump endorsement, Tiger’s future — and a pickleball injury  https://t.co/gdfnRPE873",Jack Nicklaus Donald Trump endorsement Tiger future pickleball injury httpstcogdfnRPE,0,1
2786,"Red Sox at Athletics: Hernández 2B, Verdugo DH, Martinez LF, Bogaerts SS, Devers 3B, Renfroe RF, Vázquez C, Dalbec 1B, Santana CF, Richards P",Red Sox Athletics Hernández B Verdugo DH Martinez LF Bogaerts SS Devers B Renfroe RF Vázquez C Dalbec B Santana CF Richards P,0,1
2823,"Margot, Arozarena, and Franco scheduled to face Emmanuel Clase. #Rays #Indians B9",Margot Arozarena Franco scheduled face Emmanuel Clase Rays Indians B,0,1
2898,"#BREAKING: Secretary to New York Governor Andrew Cuomo Melissa DeRosa has resigned, according to the Wall Street Journal.  https://t.co/zEuAPQATqg",BREAKING Secretary New York Governor Andrew Cuomo Melissa DeRosa resigned according Wall Street Journal httpstcozEuAPQATqg,0,1
2944,#Pirates Lineup 08/26/21  1. Ben Gamel LF 2. Michael Chavis 2B 3. Bryan Reynolds CF 4. Colin Moran 1B 5. Wilmer Difo 3B 6. Gregory Polanco RF 7. Kevin Newman SS 8. Michael Perez C 9. Mitch Keller P  Starting Pitcher : Mitch Keller,Pirates Lineup Ben Gamel LF Michael Chavis B Bryan Reynolds CF Colin Moran B Wilmer Difo B Gregory Polanco RF Kevin Newman SS Michael Perez C Mitch Keller P Starting Pitcher Mitch Keller,0,1
2961,"If a game is canceled and can't be rescheduled within the current 18-week schedule due to a Covid outbreak, neither team’s players will receive their weekly salary.",If game canceled rescheduled within current week schedule due Covid outbreak neither team players receive weekly salary,0,1
2976,"""It was fun to just run around the bases again.""  🎙 Byron Buxton on return  https://t.co/WKXEdstrWT",It fun run around bases Byron Buxton return httpstcoWKXEdstrWT,0,1
2991,"Among the ""kitchen sink"" of medications Joe Rogan says he has taken following his COVID diagnosis is the horse dewormer ivermectin.  https://t.co/z4YfS3q7Vd",Among kitchen sink medications Joe Rogan says taken following COVID diagnosis horse dewormer ivermectin httpstcozYfSqVd,0,1
3031,"Which would feel worse for you?  Scenario 1 – If the #MNTwins paid big for Buxton and he ended up having a career depleted by injuries?  Scenario 2 – If they let him go and he becomes ""the next David Ortiz"" for another ballclub?",Which would feel worse Scenario If MNTwins paid big Buxton ended career depleted injuries Scenario If let go becomes next David Ortiz another ballclub,0,1
3044,"Despite the unexpected day off, Jorge López, Thomas Eshelman and Spenser Watkins will start the Orioles' final three games of the first half against the White Sox. Keegan Akin was supposed to be the bulk pitcher behind Dillon Tate's opener outing tonight.",Despite unexpected day Jorge López Thomas Eshelman Spenser Watkins start Orioles final three games first half White Sox Keegan Akin supposed bulk pitcher behind Dillon Tates opener outing tonight,0,1
3058,"Wow, people are very upset.  I don't know for sure if the two are related, but Hector Velázquez is on the Mexican national team that is going to Tokyo for the Olympics. So perhaps that.",Wow people upset I know sure two related Hector Velázquez Mexican national team going Tokyo Olympics So perhaps,0,1
3063,O’Neill’s back for a Waino-Cueto game ✌🏼 #STLCards  https://t.co/th5zFZfXub,O Neill back WainoCueto game STLCards httpstcothzFZfXub,0,1
3073,"Pirates Promote Santiago Florez to Greensboro, Jack Herman to Bradenton #Pirates  https://t.co/d5lwNJ1F9V",Pirates Promote Santiago Florez Greensboro Jack Herman Bradenton Pirates httpstcodlwNJFV,0,1
3096,Baker 🎯  #BrownsCamp | 📺  Training Camp Daily on Bally Sports Great Lakes  https://t.co/FQb1E1kn5z,Baker BrownsCamp Training Camp Daily Bally Sports Great Lakes httpstcoFQbEknz,0,1
3108,Players Required over the Years: Just was thinking about the pen and how many were used there this year and the injuries so I thought 'how has this changed over the years'? All data via the Lahman database ( https://t.co/4BcoUIN35u) Some basics to…  https://t.co/MLlp6ON1TA  https://t.co/rxPPy09Wur,Players Required Years Just thinking pen many used year injuries I thought changed years All data via Lahman database httpstcoBcoUINu Some basics httpstcoMLlpONTA httpstcorxPPyWur,0,1
3146,"Luis Rojas says he wasn't aware of the significance of the thumbs down gesture until Sunday  ""I didn't have to get to the point of telling guys not to do that, because they said they're not gonna do that""  https://t.co/Sj3CWsPVkV",Luis Rojas says aware significance thumbs gesture Sunday I get point telling guys said gon na httpstcoSjCWsPVkV,0,1
3163,"Plan is for Spencer Howard to work as a starter in triple-A. No timetable for his return. Howard said he views the move as a long-term benefit to help finish off his development, specifically to improve his offspeed pitches.",Plan Spencer Howard work starter tripleA No timetable return Howard said views move longterm benefit help finish development specifically improve offspeed pitches,0,1
3178,"Mitch Keller's return to the Pirates' rotation didn't go great from a results standpoint, but he and the team are focusing on the positives, like that he looked ""much more confident.""  Check out what we've got on DKPS:  https://t.co/Pt2OIKlBhZ  https://t.co/SX4ztKUjJe",Mitch Kellers return Pirates rotation go great results standpoint team focusing positives like looked much confident Check got DKPS httpstcoPtOIKlBhZ httpstcoSXztKUjJe,0,1
3193,"Twitter has a nasty habit of doing this after the person has gained prominence and done irreparable damage. In other news, Alex Berenson is still here.",Twitter nasty habit person gained prominence done irreparable damage In news Alex Berenson still,0,1
3211,#Dodgers are recalling Brusdar Graterol to take Bauer's spot on the roster during his time on administrative leave.,Dodgers recalling Brusdar Graterol take Bauers spot roster time administrative leave,0,1
3212,BIG MEN UPFRONT - AND DAK UPRIGHT  Can #Cowboys Tackles Stay Healthy - To Keep #DakPrescott Healthy?  https://t.co/EO8GUkLvnh - @BlitzcastNFL,BIG MEN UPFRONT AND DAK UPRIGHT Can Cowboys Tackles Stay Healthy To Keep DakPrescott Healthy httpstcoEOGUkLvnh BlitzcastNFL,0,1
3288,On @SoxProspects News: Podcast Ep. #223: Yorke moving up  https://t.co/MA4voNRpZg,On SoxProspects News Podcast Ep Yorke moving httpstcoMAvoNRpZg,0,1
3290,"Broncos podcast: Breaking down preseason finale against Rams, Courtland Sutton and Von Miller’s return, special teams and more  https://t.co/2JxbOAdQcz",Broncos podcast Breaking preseason finale Rams Courtland Sutton Von Miller return special teams httpstcoJxbOAdQcz,0,1
3302,Tee Times For Thursday And Friday Announced For The Open Championships at Royal St. George's   https://t.co/wTddZnXSOW,Tee Times For Thursday And Friday Announced For The Open Championships Royal St Georges httpstcowTddZnXSOW,0,1
3315,I CANNOT BELIEVE WHAT I AM WATCHING,I CAN NOT BELIEVE WHAT I AM WATCHING,0,1
3368,@Mr_Jay369 Kimbrel's WPA with the White Sox is negative due to a similar catastrophe against the Cubs. All things considered I think Kimbrel's probably the better pitcher but I'm pretty indifferent between who does what.,MrJay Kimbrels WPA White Sox negative due similar catastrophe Cubs All things considered I think Kimbrels probably better pitcher I pretty indifferent,0,1
3373,"It's another Werner Park gameday!  Join us tonight for Bark in the Park and the return of Weiner Wednesday, featuring $1 hot dogs to celebrate National Hot Dog month!  🎟:  https://t.co/XoUcedd7mF  https://t.co/SqC2QFaCkA",Its another Werner Park gameday Join us tonight Bark Park return Weiner Wednesday featuring hot dogs celebrate National Hot Dog month httpstcoXoUceddmF httpstcoSqCQFaCkA,0,1
3411,"After missing three weeks, Nick Castellanos was back in the Reds lineup.  https://t.co/GWaZRUB7kG",After missing three weeks Nick Castellanos back Reds lineup httpstcoGWaZRUBkG,0,1
3413,"Should be able to get more, Stephen, but not dealing from a position of strength.",Should able get Stephen dealing position strength,0,1
3428,"Please join Niswonger Children's Hospital for Kid's Central at Kingsport Fun Fest! This event is FREE to the community. Kids Central is a wonderful way for the entire family to have fun while learning the importance of health, wellness and injury prevention. #WhereHopeRises  https://t.co/RZxFFuAvLG",Please join Niswonger Childrens Hospital Kids Central Kingsport Fun Fest This event FREE community Kids Central wonderful way entire family fun learning importance health wellness injury prevention WhereHopeRises httpstcoRZxFFuAvLG,0,1
3461,Per MLB: Players signed at age 18 or younger need to be added to their club's 40-Man roster within five seasons or they become eligible for the Rule 5 Draft. Players who signed at age 19 or older need to be protected within four seasons.,Per MLB Players signed age younger need added clubs Man roster within five seasons become eligible Rule Draft Players signed age older need protected within four seasons,0,1
3473,OMG THE DBOOK NO CALL HAHAHAH ADAM SILVER YOU NASTY NASTY MAN,OMG THE DBOOK NO CALL HAHAHAH ADAM SILVER YOU NASTY NASTY MAN,0,1
3478,"Baylor's Slap on the Wrist Doesn't Feel Right, But There's Not Much NCAA Rules Could Do | Sports Illustrated  https://t.co/ovOURJhMJA",Baylors Slap Wrist Doesnt Feel Right But There Not Much NCAA Rules Could Do Sports Illustrated httpstcoovOURJhMJA,0,1
3510,Jon Gray is the pinch runner. He did this earlier this season when Kyle Freeland had to be removed,Jon Gray pinch runner He earlier season Kyle Freeland removed,0,1
3521,@ChrisLee1515 Stopped hurting for a while but then I did like 4 reps of shoulder press and couldn’t get it up after and it’s been a dull pain since  Somethings definitely wrong lol,ChrisLee Stopped hurting I like reps shoulder press get dull pain since Somethings definitely wrong lol,0,1
3622,Head Athletic Trainer - Dubuque Fighting Saints (Dubuque · IA)  https://t.co/O3hbJIIWVf,Head Athletic Trainer Dubuque Fighting Saints Dubuque IA httpstcoOhbJIIWVf,0,1
3655,Nick Chubb's New Cereal Is A Huge Hit Among #Browns Fans And Others     https://t.co/FwTky4PwPt,Nick Chubbs New Cereal Is A Huge Hit Among Browns Fans And Others httpstcoFwTkyPwPt,0,1
3665,@Nats_Chat Sure. But they could still easily carry them both on the same roster until Schwarber is back.,NatsChat Sure But could still easily carry roster Schwarber back,0,1
3666,"Following a JD Martinez single....Xander Bogaerts with an RBI Double, 2-0 #RedSox - @WBZ",Following JD Martinez singleXander Bogaerts RBI Double RedSox WBZ,0,1
3667,"Grand Roopram Roti Restaurant; Coronastraat, Paramaribo, Suriname  https://t.co/HspANneDFG  https://t.co/uSpDC46YoT",Grand Roopram Roti Restaurant Coronastraat Paramaribo Suriname httpstcoHspANneDFG httpstcouSpDCYoT,0,1
3673,Disney Theme Parks Turn Profit For First Time Since Pandemic Struck  https://t.co/32cgJMcdFJ,Disney Theme Parks Turn Profit For First Time Since Pandemic Struck httpstcocgJMcdFJ,0,1
3678,Ready to be hurt again. #Dodgers,Ready hurt Dodgers,0,1
3681,Avi Garcia back in RF for #Brewers today.,Avi Garcia back RF Brewers today,0,1
3687,Reds notes  -Prospect Mark Kolozsvary on his anticipation to play for Team USA in the Olympics -Tyler Naquin update -Michael Lorenzen update    https://t.co/v1Z4GyXKyM,Reds notes Prospect Mark Kolozsvary anticipation play Team USA Olympics Tyler Naquin update Michael Lorenzen update httpstcovZGyXKyM,0,1
3690,"No limitations will be placed on Game 2 starter Aaron Ashby, manager Craig Counsell says.",No limitations placed Game starter Aaron Ashby manager Craig Counsell says,0,1
3701,"#Padres-#Reds series preview:  San Diego in Cincinnati to face team they swept two weekends ago; Jake Cronenworth as hot as any Padre, while #Reds have lost 7 of 11.  Plus pitching matchups and health updates.    https://t.co/xTzP3IPdGe  https://t.co/WsgKf8K9hw",PadresReds series preview San Diego Cincinnati face team swept two weekends ago Jake Cronenworth hot Padre Reds lost Plus pitching matchups health updates httpstcoxTzPIPdGe httpstcoWsgKfKhw,0,1
3710,"After three long weeks, @giantprospectiv returns with a complete rundown of the pitching prospects throughout the #SFGiants farm system.  https://t.co/TB1bWllOI6",After three long weeks giantprospectiv returns complete rundown pitching prospects throughout SFGiants farm system httpstcoTBbWllOI,0,1
3713,"The A's are having some RISP issues, but not Jed Lowrie, who into the game batting .397 with RISP. He singles home Andrus and a wild pitch scores Olson to give the A's a 6-4 lead in the 11th.",The As RISP issues Jed Lowrie game batting RISP He singles home Andrus wild pitch scores Olson give As lead th,0,1
3726,"""Then why are you masking?"" I answered ""because I might have covid without knowing it and I don't want you to get sick and carry it back to the old and fat people you love."" ""Oh"" he said. He put his mask back on.  2",Then masking I answered I might covid without knowing I want get sick carry back old fat people love Oh said He put mask back,0,1
3732,"The Red Sox may piggyback starters or taper some of them back in the second half coming of a short season last year. Now fully healthy Tanner Houck will be in the mix.  “There’s no restriction at all with any pitches thrown. It’s Tanner Houck electricity.""  https://t.co/Kmtp2Apcd6",The Red Sox may piggyback starters taper back second half coming short season last year Now fully healthy Tanner Houck mix There restriction pitches thrown It Tanner Houck electricity httpstcoKmtpApcd,0,1
3740,"Good morning,   Daily reminder that in 287 days we can elect a government that will clear the surgery backlog, instead of leaving thousands of Ontarians without answers.",Good morning Daily reminder days elect government clear surgery backlog instead leaving thousands Ontarians without answers,0,1
3772,Triple-A Indianapolis made the signing of Dee Strange-Gordon official. He is active tonight.,TripleA Indianapolis made signing Dee StrangeGordon official He active tonight,0,1
3785,"Giants win 5-2, take series three games to one, they're an ML best 53-30 and maintain half game lead in NL West. DeSclafani improves to 9-3, and in biggest/best news for team: Posey doesn't have a fracture.",Giants win take series three games one ML best maintain half game lead NL West DeSclafani improves biggestbest news team Posey fracture,0,1
3795,"@MrDelicious13 wasn’t Shoemaker in your pre-season plan ?  Don’t worry buddy, my plan included a strange Cease for O’Neil and Cano thing 😂  Does this change our evaluation of Hahn ? 😂",MrDelicious Shoemaker preseason plan Don worry buddy plan included strange Cease O Neil Cano thing Does change evaluation Hahn,0,1
3803,"Another day, another comeback W!  Recap ➡️  https://t.co/R5PLpPdKEs  Highlights ➡️  https://t.co/dpFUAiRijg  https://t.co/1HxYPY5bDT",Another day another comeback W Recap httpstcoRPLpPdKEs Highlights httpstcodpFUAiRijg httpstcoHxYPYbDT,0,1
3812,"Nationals game notes have tomorrow's starter as TBA. Lester pitching on normal rest today, but then Corbin (Wednesday) and Scherzer (Thursday) will each get an extra day of rest.",Nationals game notes tomorrows starter TBA Lester pitching normal rest today Corbin Wednesday Scherzer Thursday get extra day rest,0,1
3835,"NEW: Delta Air Lines will impose a monthly $200 surcharge on unvaccinated employees and require them to get weekly COVID tests, CEO Ed Bastian announced today.     https://t.co/8rSRWyXsEk",NEW Delta Air Lines impose monthly surcharge unvaccinated employees require get weekly COVID tests CEO Ed Bastian announced today httpstcorSRWyXsEk,0,1
3892,"Final: Lehigh Valley 5, RailRiders 4.  RailRiders won't be back in Moosic until Aug. 31.",Final Lehigh Valley RailRiders RailRiders back Moosic Aug,0,1
3914,Derek Shelton said Max Kranick will be sent back to Indy after tonight. Just a spot start for now. Adds that doesn't mean he won't be back.,Derek Shelton said Max Kranick sent back Indy tonight Just spot start Adds mean back,0,1
3970,"On Baseball: #RedSox beat #Yankees again. But for Alex Cora, it’s not time to gloat as rivals deal with Covid outbreak:   https://t.co/rkk5Y8BurI",On Baseball RedSox beat Yankees But Alex Cora time gloat rivals deal Covid outbreak httpstcorkkYBurI,0,1
